company,sector,year,revenue_musd,gross_profit_musd,operating_income_musd,net_income_musd,ebitda_musd,cash_musd,current_assets_musd,current_liabilities_musd,total_assets_musd,total_liabilities_musd,equity_musd,total_debt_musd,interest_expense_musd,shares_outstanding_m,stock_price_usd,annual_dividend_per_share_usd,operating_cash_flow_musd,capex_musd
BP,Consumer,2024,1210955.36,400707.29,261272.42,228195.46,400978.1,199332.48,621902.02,341515.37,2503856.57,1785129.24,718727.34,1136529.25,30593.87,14007,2137.02,0,408167.0,79836.2
BP,Consumer,2025,1357202.2,449100.63,272064.49,315919.81,411998.09,322661.84,618848.87,666634.65,3165691.89,2142391.25,1023300.64,1572392.54,53362.18,14007,413.75,4.26,493580.04,118772.91
HSBC,Technology,2014,403037.0,151264.61,52866.17,62992.31,87546.51,34634.46,110103.1,51487.13,332834.33,260326.04,72508.28,102082.44,6661.58,2994,249.16,0,78499.0,30123.98
HSBC,Technology,2015,453893.5,170351.66,68865.28,78129.07,102752.96,30366.97,81760.58,70788.36,289353.79,224083.24,65270.56,156597.64,5279.86,2994,248.91,0,68711.19,21777.89
HSBC,Technology,2016,506017.8,189914.54,70253.23,75716.13,126909.92,27022.81,107905.67,54623.91,383063.06,257507.0,125556.06,167771.26,3956.11,2994,326.13,3.71,148965.19,23060.09
HSBC,Technology,2017,555237.56,208387.3,77578.11,93392.24,111909.41,52594.76,147013.19,73639.21,395593.05,300026.33,95566.72,204180.61,2845.8,2994,272.28,4.19,109198.4,48545.0
HSBC,Technology,2018,598267.3,224536.88,90853.93,73747.68,158865.06,27346.9,144470.73,57349.25,390950.91,290227.98,100722.93,90713.29,3525.43,2994,374.96,0,156742.71,13004.62
HSBC,Technology,2019,633830.99,237884.36,75790.09,85288.31,129156.09,49563.4,118411.23,81654.51,431552.41,330045.77,101506.64,177868.31,5689.78,2994,318.95,0,160193.62,47497.44
HSBC,Technology,2020,663440.49,248997.16,77195.26,103625.04,125899.43,59245.68,116373.52,107564.36,565326.11,380009.5,185316.61,205384.94,9665.01,2994,222.26,0,84825.27,75924.92
HSBC,Technology,2021,691557.48,259549.8,76681.79,113672.71,115051.68,25851.87,90826.89,57729.25,482195.16,337058.86,145136.31,109942.64,6296.95,2994,314.29,1.35,115444.83,44646.91
HSBC,Technology,2022,724986.55,272096.13,86868.74,104422.81,173224.23,36032.81,127283.59,142472.68,573287.07,444918.68,128368.39,164375.11,3694.91,2994,146.51,0,167493.58,82334.44
HSBC,Technology,2023,771529.89,289564.4,114757.82,116544.19,203571.93,56945.71,181958.14,143580.22,620056.36,487440.35,132616.0,132750.33,4689.56,2994,516.12,0,249843.83,66377.62
HSBC,Technology,2024,838140.93,314564.32,102417.08,121359.74,200501.96,46887.38,125898.84,117338.67,545644.16,402039.25,143604.91,290862.68,16328.31,2994,180.39,0,130543.1,93669.51
HSBC,Technology,2025,928992.89,348662.16,145899.15,145699.69,203132.12,40790.97,155334.57,80755.16,589859.58,436916.53,152943.05,257306.7,5663.98,2994,395.69,0,171325.76,93215.67
Barclays,Retail,2014,366882.0,158473.26,10883.99,24296.21,44308.35,73171.94,185447.16,144814.71,892938.31,699084.06,193854.25,281657.87,4218.78,1104,401.86,0,32658.55,17272.76
Barclays,Retail,2015,424822.12,183500.27,17051.77,35514.36,65356.47,118217.08,273963.21,159604.41,913522.6,763943.23,149579.37,216836.32,7603.53,1104,468.27,0,79960.25,48629.7
Barclays,Retail,2016,486957.0,210339.19,23426.03,38115.9,64794.91,45525.44,194513.14,126727.56,943846.8,635561.95,308284.85,296730.06,15367.09,1104,445.25,3.4,72846.16,43097.19
Barclays,Retail,2017,549383.14,237303.92,21217.89,41174.24,73387.1,120280.19,399036.46,277872.54,1159593.73,855896.26,303697.46,447555.59,15423.95,1104,285.53,0,89797.05,66909.23
Barclays,Retail,2018,608644.12,262901.47,34815.08,35716.15,54584.91,161187.22,310902.49,319539.23,1163376.22,958318.39,205057.84,579351.38,34657.32,1104,362.1,0,49954.08,21450.54
Barclays,Retail,2019,662999.65,286380.14,32258.08,50054.57,75808.8,47623.34,375976.29,319968.38,1550950.51,1315532.77,235417.74,696258.24,37904.0,1104,347.3,0,91088.54,33413.64
Barclays,Retail,2020,713532.02,308207.4,50206.77,59108.41,124444.69,96658.81,613124.59,286556.22,1492235.77,1226326.63,265909.14,361360.74,7304.83,1104,1049.13,0,124862.73,8052.7
Barclays,Retail,2021,764735.85,330324.69,21752.84,55542.5,100441.72,138520.99,297146.16,259003.27,1452582.95,1170203.01,282379.94,371314.01,19450.93,1104,769.13,6.33,70060.67,74148.1
Barclays,Retail,2022,824299.03,356052.78,26687.17,54270.52,57031.69,138869.45,366254.84,324918.53,1583109.23,1110069.44,473039.79,568446.71,14913.33,1104,1212.64,0,48849.11,104098.94
Barclays,Retail,2023,901943.34,389590.94,41453.15,53395.1,144974.87,124879.5,335827.31,305573.49,1670718.51,1140702.66,530015.86,847056.92,47697.97,1104,481.64,0,97450.17,98715.46
Barclays,Retail,2024,1007430.79,435155.84,56748.86,80719.69,131515.53,70547.51,541950.79,310513.56,1981554.27,1408716.03,572838.24,462489.43,11517.2,1104,1010.11,0,89582.96,22638.64
Barclays,Retail,2025,1148106.65,495920.23,66948.25,92333.88,203716.76,196408.34,829849.86,530106.79,2589413.76,1796842.65,792571.11,612100.8,35191.67,1104,138.05,1.86,179450.04,146467.11
UBS,Industrial,2014,200362.0,86646.41,10597.9,13648.16,30109.71,23163.08,108071.07,30543.54,312998.71,174581.59,138417.12,120491.69,7025.39,9591,427.42,5.21,21401.97,11121.41
UBS,Industrial,2015,234652.16,101475.17,7797.82,13168.25,18530.63,46233.86,135691.52,45472.23,362932.27,185680.23,177252.04,84847.6,3527.69,9591,474.4,0,15215.3,31672.94
UBS,Industrial,2016,272042.37,117644.53,13631.9,16086.12,45852.79,69013.89,156450.09,47670.07,374161.5,192608.05,181553.45,133960.05,4802.24,9591,337.22,0,44811.46,13893.43
UBS,Industrial,2017,310420.04,134240.93,11125.28,23010.64,33833.44,76406.15,173361.36,88054.71,498261.09,294729.87,203531.22,162301.0,10904.58,9591,313.92,0,40020.27,38962.87
UBS,Industrial,2018,347829.45,150418.6,17513.47,26880.1,48278.45,27688.35,173365.08,57987.72,490072.31,251669.78,238402.54,151290.39,9784.65,9591,384.02,3.19,30645.44,10032.6
UBS,Industrial,2019,383216.95,165721.91,26953.02,22363.32,44037.7,87447.36,191136.31,41520.68,502654.0,269745.31,232908.69,141562.15,9228.04,9591,341.46,0,44665.71,45541.54
UBS,Industrial,2020,417131.87,180388.39,13282.96,32069.36,57454.5,69846.11,139996.22,71329.82,694103.68,433906.48,260197.2,162262.08,7406.57,9591,634.99,1.65,65172.22,8491.78
UBS,Industrial,2021,452168.02,195539.75,29432.99,30677.37,62201.04,63839.18,144523.36,124985.41,627023.13,359247.38,267775.75,172674.73,4862.34,9591,184.93,5.58,64432.63,34166.96
UBS,Industrial,2022,492948.64,213175.3,21123.49,26878.04,77548.6,101773.37,204868.32,153244.54,827373.08,509482.28,317890.8,284449.4,15425.11,9591,425.34,4.02,73238.25,28528.33
UBS,Industrial,2023,545537.53,235917.33,16431.79,40148.05,63127.75,31928.49,184886.9,76793.7,727889.18,467394.89,260494.29,192250.17,10170.51,9591,380.76,0,48145.79,53157.83
UBS,Industrial,2024,616295.63,266516.62,22984.81,45772.71,61366.34,60056.71,214188.3,74488.78,883442.13,469355.73,414086.4,169652.36,7360.29,9591,123.12,0,68445.63,79421.72
UBS,Industrial,2025,710369.97,307199.0,32660.88,41214.39,106119.14,94488.63,363705.45,145393.35,1071433.8,700949.89,370483.91,487879.46,7226.28,9591,1261.19,3.99,83496.86,83192.67
